awardYear,sortOrder,portion,dateAwarded,prizeStatus,prizeAmount,prizeAmountAdjusted,category.en,category.no,category.se,categoryFullName.en,categoryFullName.no,categoryFullName.se,motivation.en,motivation.se,prizes.links.rel,prizes.links.href,prizes.links.action,prizes.links.types,id,motivation.no,topMotivation.en,topMotivation.se
1936,1,1/2,NA,received,159850,5002519,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for their discoveries relating to chemical transmission of nerve impulses,för deras upptäckter rörande kemisk överföring av nervverkan,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/1936,Get,application/json,330,NA,NA,NA
1945,3,1/3,NA,received,121333,2545326,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for the discovery of penicillin and its curative effect in various infectious diseases,för upptäckten av penicillinet och dess botande verkan vid olika infektionssjukdomar,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/1945,Get,application/json,341,NA,NA,NA
2016,2,1/3,2016-10-05,received,8000000,8451577,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,for the design and synthesis of molecular machines,för design och syntes av molekylära maskiner,nobelPrize,https://api.nobelprize.org/2/nobelPrize/che/2016,Get,application/json,932,NA,NA,NA
1988,1,1/3,NA,received,2500000,4729931,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for their discoveries of important principles for drug treatment,för deras upptäckter av viktiga principer för läkemedelsbehandling,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/1988,Get,application/json,437,NA,NA,NA
2012,1,1/2,NA,received,8000000,8512821,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for the discovery that mature cells can be reprogrammed to become pluripotent,för upptäckten att mogna celler kan omprogrammeras till pluripotens”,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/2012,Get,application/json,874,NA,NA,NA
1963,1,1/3,NA,received,265000,2890771,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,för deras upptäckter rörande jonmekanismerna vid retning och hämning i nervcellernas perifera och centrala membranavsnitt,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/1963,Get,application/json,375,NA,NA,NA
2007,2,1/3,2007-10-08,received,10000000,11506932,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,för deras upptäckter av principer för att introducera specifika förändringar av gener i möss med användning av embryonala stamceller,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/2007,Get,application/json,812,NA,NA,NA
1977,2,1/3,1977-10-11,received,700000,3136854,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,för deras grundläggande teoretiska insatser rörande elektronstrukturen i magnetiska och oordnade system,nobelPrize,https://api.nobelprize.org/2/nobelPrize/phy/1977,Get,application/json,108,NA,NA,NA
1933,1,1,1934-12-10,received,170332,5511251,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace,NA,nobelPrize,https://api.nobelprize.org/2/nobelPrize/pea/1933,Get,application/json,498,for å ha brukt sin penn til å avdekke krigens illusjoner og formulere en overbevisende forsvarstale for internasjonalt samarbeid og fred,NA,NA
2001,3,1/3,2001-10-08,received,10000000,12518033,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for their discoveries of key regulators of the cell cycle,för deras upptäckter rörande kontrollen av cellcykeln,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/2001,Get,application/json,737,NA,NA,NA
2019,2,1/3,2019-10-07,received,9000000,9000000,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for their discoveries of how cells sense and adapt to oxygen availability,för deras upptäckter av hur celler känner av och anpassar sig efter syretillgång,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/2019,Get,application/json,971,NA,NA,NA
2003,2,1/2,2003-10-06,received,10000000,12021411,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for their discoveries concerning magnetic resonance imaging,för deras upptäckter rörande avbildning med magnetresonans,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/2003,Get,application/json,765,NA,NA,NA
1947,1,1,NA,received,146115,2967378,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,"for his investigations on plant products of biological importance, especially the alkaloids","för hans undersökningar över biologiskt betydelsefulla ämnen ur växtriket, särskilt alkaloider",nobelPrize,https://api.nobelprize.org/2/nobelPrize/che/1947,Get,application/json,207,NA,NA,NA
1904,1,1,NA,received,140859,7908819,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,"in recognition of his services in the discovery of the inert gaseous elements in air, and his determination of their place in the periodic system",såsom ett erkännande av den förtjänst han inlagt genom upptäckten av de indifferenta gasformiga grundämnenena i luften och bestämmandet av deras plats i det periodiska systemet,nobelPrize,https://api.nobelprize.org/2/nobelPrize/che/1904,Get,application/json,163,NA,NA,NA
1972,2,1/4,NA,received,480000,3406394,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule,för deras bidrag till förståelsen av sambandet mellan kemisk struktur och katalytisk aktivitet hos ribonukleasmolekylens aktiva centrum,nobelPrize,https://api.nobelprize.org/2/nobelPrize/che/1972,Get,application/json,242,NA,NA,NA
1997,1,1,1997-10-06,received,7500000,9746426,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for his discovery of Prions - a new biological principle of infection,för hans upptäckt av prioner - en ny biologisk princip för infektion,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/1997,Get,application/json,457,NA,NA,NA
1986,1,1/2,NA,received,2000000,4172678,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for their discoveries of growth factors,för deras upptäckter av tillväxtfaktorer,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/1986,Get,application/json,434,NA,NA,NA
2014,2,1/3,2014-10-08,received,8000000,8531844,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,for the development of super-resolved fluorescence microscopy,för utveckling av superupplöst fluorescensmikroskopi,nobelPrize,https://api.nobelprize.org/2/nobelPrize/che/2014,Get,application/json,910,NA,NA,NA
1997,1,1/3,1997-10-15,received,7500000,9746426,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,for development of methods to cool and trap atoms with laser light,för utveckling av metoder att kyla och infånga atomer med laserljus,nobelPrize,https://api.nobelprize.org/2/nobelPrize/phy/1997,Get,application/json,152,NA,NA,NA
1979,3,1/3,1979-10-15,received,800000,3042231,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current","för deras insatser inom teorin för förenad svag och elektromagnetisk växelverkan mellan elementar partiklar, innefattande bl.a. förutsägelsen av den svaga neutrala strömmen",nobelPrize,https://api.nobelprize.org/2/nobelPrize/phy/1979,Get,application/json,115,NA,NA,NA
1983,1,1/2,1983-10-19,received,1500000,3782695,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,for his theoretical studies of the physical processes of importance to the structure and evolution of the stars,"för hans teoretiska studier av de fysikaliska processer, som är av betydelse för stjärnornas struktur och utveckling",nobelPrize,https://api.nobelprize.org/2/nobelPrize/phy/1983,Get,application/json,122,NA,NA,NA
1901,1,1,NA,received,150782,8722510,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,"in special recognition of his poetic composition, which gives evidence of lofty idealism, artistic perfection and a rare combination of the qualities of both heart and intellect","såsom ett erkännande av hans utmärkta, jämväl under senare år ådagalagda förtjänster som författare och särskilt av hans om hög idealitet, konstnärlig fulländning samt sällspord förening av hjärtats och snillets egenskaper vittnande diktning",nobelPrize,https://api.nobelprize.org/2/nobelPrize/lit/1901,Get,application/json,569,NA,NA,NA
1982,1,1/3,1982-10-11,received,1150000,3158777,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for their discoveries concerning prostaglandins and related biologically active substances,för deras upptäckter rörande prostaglandiner och närbesläktade biologiskt aktiva substanser,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/1982,Get,application/json,425,NA,NA,NA
1987,1,1,NA,received,2175000,4352280,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for his discovery of the genetic principle for generation of antibody diversity,för hans upptäckt av det genetiska underlaget för uppkomsten av antikroppars variationsrikedom,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/1987,Get,application/json,436,NA,NA,NA
1903,1,1,NA,received,141358,7936836,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation,såsom ett erkännande för den utomordentliga förtjänst han genom sin elektrolytiska dissociations-teori inlagt om kemiens utveckling,nobelPrize,https://api.nobelprize.org/2/nobelPrize/che/1903,Get,application/json,162,NA,NA,NA
2015,1,1,2015-10-08,received,8000000,8536613,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,"for her polyphonic writings, a monument to suffering and courage in our time","för hennes mångstämmiga verk, ett monument över lidande och mod i vår tid",nobelPrize,https://api.nobelprize.org/2/nobelPrize/lit/2015,Get,application/json,924,NA,NA,NA
2002,1,1/3,2002-10-07,received,10000000,12252888,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for their discoveries concerning genetic regulation of organ development and programmed cell death',för deras upptäckter rörande genetisk reglering av organutveckling och programmerad celldöd,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/2002,Get,application/json,750,NA,NA,NA
1948,1,1,NA,received,159773,3112313,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,"for his outstanding, pioneer contribution to present-day poetry",för hans märkliga insats som banbrytare inom nutida poesi,nobelPrize,https://api.nobelprize.org/2/nobelPrize/lit/1948,Get,application/json,619,NA,NA,NA
1950,2,1/3,NA,received,164304,3105508,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects","för deras upptäckter rörande binjurebarkens hormoner, deras byggnad och biologiska verkningar",nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/1950,Get,application/json,350,NA,NA,NA
2015,1,1/2,2015-10-06,received,8000000,8536613,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,"for the discovery of neutrino oscillations, which shows that neutrinos have mass","för upptäckten av neutrinooscillationer, som visar att neutriner har massa",nobelPrize,https://api.nobelprize.org/2/nobelPrize/phy/2015,Get,application/json,919,NA,NA,NA
2018,2,1/2,NA,received,9000000,9163200,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for their discovery of cancer therapy by inhibition of negative immune regulation,för deras upptäckt av cancerbehandling genom hämning av immunförsvarets bromsmekanismer,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/2018,Get,application/json,959,NA,NA,NA
2011,3,1/3,2011-10-07,received,10000000,10736783,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,for their non-violent struggle for the safety of women and for womens rights to full participation in peace-building work,NA,nobelPrize,https://api.nobelprize.org/2/nobelPrize/pea/2011,Get,application/json,871,for deres ikke-voldelige kamp for kvinners sikkerhet og deres rett til full deltakelse i fredsbyggende arbeid,NA,NA
1989,1,1,1989-10-05,received,3000000,5337372,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people,NA,nobelPrize,https://api.nobelprize.org/2/nobelPrize/pea/1989,Get,application/json,551,for å ha tatt til orde for fredelige løsninger basert på toleranse og gjensidig respekt for bevaring av hans folks historiske og kulturelle arv,NA,NA
1926,1,1,NA,received,116960,3332487,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,for his work on disperse systems,för hans arbeten rörande dispersa system,nobelPrize,https://api.nobelprize.org/2/nobelPrize/che/1926,Get,application/json,183,NA,NA,NA
1909,1,1,NA,received,139800,7212924,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,"for his work on the physiology, pathology and surgery of the thyroid gland","för hans arbeten rörande thyreoideas fysiologi, patologi och kirurgi",nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/1909,Get,application/json,303,NA,NA,NA
1902,1,1,NA,received,141847,8205634,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,"the greatest living master of the art of historical writing, with special reference to his monumental work, <I>A history of Rome</I>","nutidens störste levande mästare i den historiska framställningens konst, med särskilt fäst avseende å hans monumentala verk Römische Geschichte",nobelPrize,https://api.nobelprize.org/2/nobelPrize/lit/1902,Get,application/json,571,NA,NA,NA
2005,3,1/4,2005-10-04,received,10000000,11923798,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique","för deras bidrag till utvecklingen av laserbaserad precisionsspektroskopi, inkluderande den optiska frekvenskamstekniken",nobelPrize,https://api.nobelprize.org/2/nobelPrize/phy/2005,Get,application/json,793,NA,NA,NA
1906,1,1,1906-12-10,received,138536,7556149,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,"for his role in bringing to an end the bloody war recently waged between two of the world's great powers, Japan and Russia",NA,nobelPrize,https://api.nobelprize.org/2/nobelPrize/pea/1906,Get,application/json,470,"for rollen han spilte for å få slutt på den blodige krigen som nettopp var utkjempet mellom to av verdens stormakter, Japan og Russland",NA,NA
1914,1,1,1915-11-11,received,146900,7190567,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,in recognition of his accurate determinations of the atomic weight of a large number of chemical elements,såsom ett erkännande för hans noggranna bestämmningar av ett stort antal kemiska grundämnens atomvikter,nobelPrize,https://api.nobelprize.org/2/nobelPrize/che/1914,Get,application/json,175,NA,NA,NA
1979,1,1/2,1979-10-16,received,800000,3042231,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,for their pioneering research into economic development research with particular consideration of the problems of developing countries,för deras pionjärarbeten inom ekonomisk utvecklingsforskning med särskild hänsyn till u-ländernas problem,nobelPrize,https://api.nobelprize.org/2/nobelPrize/eco/1979,Get,application/json,692,NA,NA,NA
2009,2,1/3,2009-10-07,received,10000000,11157218,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,for studies of the structure and function of the ribosome,för studier av ribosomens struktur och funktion,nobelPrize,https://api.nobelprize.org/2/nobelPrize/che/2009,Get,application/json,842,NA,NA,NA
2005,2,1/2,2005-10-10,received,10000000,11923798,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,for having enhanced our understanding of conflict and cooperation through game-theory analysis,för att genom spelteoretisk analys ha fördjupat vår förståelse av konflikt och samarbete,nobelPrize,https://api.nobelprize.org/2/nobelPrize/eco/2005,Get,application/json,800,NA,NA,NA
2013,3,1/3,NA,received,8000000,8517568,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells","för deras upptäckter rörande maskineriet som reglerar vesikeltrafik, ett viktigt transportsystem i våra celler”",nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/2013,Get,application/json,886,NA,NA,NA
1933,1,1,NA,received,170332,5511251,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for his discoveries concerning the role played by the chromosome in heredity,för hans upptäckter rörande kromosomernas ärftlighetsbärande funktioner,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/1933,Get,application/json,325,NA,NA,NA
1954,2,1/3,NA,received,181647,2688094,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,för deras upptäckt av poliomyelitvirus förmåga att föröka sig i kulturer av vävnader av av olika slag,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/1954,Get,application/json,357,NA,NA,NA
2011,1,1/2,2011-10-10,received,10000000,10736783,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,for their empirical research on cause and effect in the macroeconomy,för deras empiriska forskning om orsak och verkan i makroekonomin,nobelPrize,https://api.nobelprize.org/2/nobelPrize/eco/2011,Get,application/json,872,NA,NA,NA
1929,1,1,NA,received,172760,4996952,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,"principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature","förnämligast för hans stora roman Buddenbrooks, vilken under årens lopp vunnit alltmer stadgat erkännande som ett av den samtida litteraturens klassiska verk",nobelPrize,https://api.nobelprize.org/2/nobelPrize/lit/1929,Get,application/json,602,NA,NA,NA
1989,2,1/2,1989-10-12,received,3000000,5337372,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,for their discovery of catalytic properties of RNA,för deras upptäckt av katalytiska egenskaper hos RNA,nobelPrize,https://api.nobelprize.org/2/nobelPrize/che/1989,Get,application/json,274,NA,NA,NA
2001,2,1/3,2001-10-08,received,10000000,12518033,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for their discoveries of key regulators of the cell cycle,för deras upptäckter rörande kontrollen av cellcykeln,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/2001,Get,application/json,736,NA,NA,NA
1975,2,1/2,1975-10-14,received,630000,3465908,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,for their contributions to the theory of optimum allocation of resources,för deras bidrag till teorin för optimal resursanvändning,nobelPrize,https://api.nobelprize.org/2/nobelPrize/eco/1975,Get,application/json,687,NA,NA,NA
1911,1,1/2,1911-12-10,received,140695,7460743,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,"for his role as co-founder of the Institut de droit international, initiator of the Conferences on International Private Law (Conférences de Droit international privé) at the Hague, and pioneer in the field of international legal relations",NA,nobelPrize,https://api.nobelprize.org/2/nobelPrize/pea/1911,Get,application/json,478,"for sin rolle som medgrunnlegger av Folkerettsinstituttet (Institut de droit international), initiativtaker til konferansene om internasjonal privatrett (Conférences de Droit international privé) i Haag og  foregangsmann innen internasjonale juridiske relasjoner",NA,NA
2015,1,1/3,2015-10-07,received,8000000,8536613,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,for mechanistic studies of DNA repair,för mekanistiska studier av DNA-reparation,nobelPrize,https://api.nobelprize.org/2/nobelPrize/che/2015,Get,application/json,921,NA,NA,NA
2011,1,1,2011-10-06,received,10000000,10736783,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,"because, through his condensed, translucent images, he gives us fresh access to reality","för att han i förtätade, genomlysta bilder ger oss ny tillgång till det verkliga",nobelPrize,https://api.nobelprize.org/2/nobelPrize/lit/2011,Get,application/json,868,NA,NA,NA
1993,1,1,NA,received,6700000,9208279,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,"who in novels characterized by visionary force and poetic import, gives life to an essential aspect of American reality",som genom en romankonst präglad av visonär kraft och poetisk pregnans levandegör en väsentlig sida av amerikansk verklighet,nobelPrize,https://api.nobelprize.org/2/nobelPrize/lit/1993,Get,application/json,670,NA,NA,NA
